timestamp,Toevoer auditorium
2024-12-28,0.0
2024-12-29,0.0
2024-12-30,39.0
2024-12-31,39.0
2025-01-01,40.0
2025-01-02,39.0
2025-01-03,38.0
2025-01-04,0.0
2025-01-05,0.0
2025-01-06,40.0
2025-01-07,39.0
2025-01-08,39.0
2025-01-09,39.0
2025-01-10,39.0
2025-01-11,0.0
2025-01-12,0.0
2025-01-13,38.0
2025-01-14,38.0
2025-01-15,39.0
2025-01-16,39.0
2025-01-17,38.0
2025-01-18,0.0
2025-01-19,0.0
2025-01-20,38.0
2025-01-21,39.0
2025-01-22,39.0
2025-01-23,39.0
2025-01-24,40.0
2025-01-25,0.0
2025-01-26,0.0
2025-01-27,40.0
2025-01-28,41.0
2025-01-29,39.0
2025-01-30,39.0
2025-01-31,38.0
2025-02-01,0.0
2025-02-02,0.0
2025-02-03,39.0
2025-02-04,39.0
2025-02-05,38.0
2025-02-06,39.0
2025-02-07,39.0
2025-02-08,0.0
2025-02-09,0.0
2025-02-10,39.0
2025-02-11,40.0
2025-02-12,38.0
2025-02-13,39.0
2025-02-14,38.0
2025-02-15,0.0
2025-02-16,0.0
2025-02-17,38.0
2025-02-18,39.0
2025-02-19,39.0
2025-02-20,39.0
2025-02-21,41.0
2025-02-22,0.0
2025-02-23,0.0
2025-02-24,40.0
2025-02-25,40.0
2025-02-26,36.0
2025-02-27,39.0
2025-02-28,39.0
2025-03-01,0.0
2025-03-02,0.0
2025-03-03,39.0
2025-03-04,39.0
2025-03-05,39.0
2025-03-06,39.0
2025-03-07,40.0
2025-03-08,0.0
2025-03-09,0.0
2025-03-10,40.0
2025-03-11,39.0
2025-03-12,39.0
2025-03-13,40.0
2025-03-14,39.0
2025-03-15,0.0
2025-03-16,0.0
2025-03-17,39.0
2025-03-18,39.0
2025-03-19,40.0
2025-03-20,39.0
2025-03-21,42.0
2025-03-22,0.0
2025-03-23,0.0
2025-03-24,40.0
2025-03-25,39.0
2025-03-26,39.0
2025-03-27,40.0
2025-03-28,39.0
2025-03-29,0.0
2025-03-30,0.0
2025-03-31,39.0
2025-04-01,39.0
2025-04-02,40.0
2025-04-03,41.0
2025-04-04,41.0
2025-04-05,0.0
2025-04-06,0.0
2025-04-07,39.0
2025-04-08,39.0
2025-04-09,39.0
2025-04-10,39.0
2025-04-11,39.0
2025-04-12,0.0
2025-04-13,0.0
2025-04-14,40.0
2025-04-15,42.0
2025-04-16,40.0
2025-04-17,39.0
2025-04-18,40.0
2025-04-19,0.0
2025-04-20,0.0
2025-04-21,40.0
2025-04-22,40.0
2025-04-23,40.0
2025-04-24,40.0
2025-04-25,40.0
2025-04-26,0.0
2025-04-27,0.0
2025-04-28,40.0
2025-04-29,41.0
2025-04-30,42.0
2025-05-01,42.0
2025-05-02,41.0
2025-05-03,0.0
2025-05-04,0.0
2025-05-05,40.0
2025-05-06,39.0
2025-05-07,40.0
2025-05-08,40.0
2025-05-09,40.0
2025-05-10,0.0
2025-05-11,0.0
2025-05-12,42.0
2025-05-13,41.0
2025-05-14,40.0
2025-05-15,40.0
2025-05-16,39.0
2025-05-17,0.0
2025-05-18,0.0
2025-05-19,41.0
2025-05-20,40.0
2025-05-21,40.0
2025-05-22,39.0
2025-05-23,39.0
2025-05-24,0.0
2025-05-25,0.0
2025-05-26,40.0
2025-05-27,40.0
2025-05-28,40.0
2025-05-29,41.0
2025-05-30,40.0
2025-05-31,0.0
2025-06-01,0.0
2025-06-02,40.0
2025-06-03,41.0
2025-06-04,40.0
